covered,criteria
t,"Select Health of South Carolina considers the use of a Food and Drug Administration (FDA)-approved short term continuous interstitial glucose monitor (CGM) (up to 72 hours) for the detection of patterns and trends in glucose levels to be clinically proven and, therefore, medically necessary for members who have received diabetes self-management education and instruction from an expert(s) in the management of diabetes and when at least one of the following criteria are met:
1) For members with diabetes who are currently using an insulin pump in their diabetes care and have a documented average of at least three glucose self-tests per day during the previous month. 
2) In members with diabetes refractory to self-monitored (finger stick) blood glucose testing who have documented experiences of frequent wide glycemic swings (e.g., hypoglycemic unawareness or ketoacidosis) or frequent diabetic complications."
t,"1)Intermittent monitoring, ie, 72 hours, of glucose levels in interstitial fluid may be considered medically necessary in patients with type 1 diabetes mellitus whose diabetes is poorly controlled, despite current use of best practices. 

2) Intermittent monitoring of glucose levels in interstitial fluid may also be considered medically necessary in patients with type 1 diabetes prior to insulin pump initiation to determine basal insulin levels.

DEFINITIONS:

Poorly controlled type I diabetes includes unexplained hypoglycemic episodes, hypoglycemic unawareness, suspected postprandial hyperglycemia, and recurrent diabetic ketoacidosis.

Best practices in diabetes control for patients with insulin dependent diabetes include compliance with a regimen of 4 or more fingersticks each day and use of an insulin pump. During pregnancy, 3 or more insulin injections daily could also be considered best practice for patients not on an insulin pump prior to the pregnancy."
t,"Select Continuous Glucose Monitoring Systems for short-term (up to 72 hours) diagnostic use will be considered medically necessary for persons with diabetes who have either of the following problems in controlling blood glucose level, unresponsive to conventional insulin dose adjustment:
a. Hypoglycemia unawareness or
b. Repeated hypoglycemia and hyperglycemia at the same time each day"
t,"AmeriHealth Caritas LA considers the use of a Food and Drug Administration (FDA)-approved short-term continuous interstitial glucose monitor (CGM) (up to 72 hours) for the detection of patterns and trends in glucose levels to be clinically proven and, therefore, medically necessary for members who have received diabetes self-management education and instruction from an expert(s) in the management of diabetes and when at least one of the following criteria are met: 

- For members with diabetes who are currently using an insulin pump in their diabetes care and have a documented average of at least three glucose self-tests per day during the previous month.
- In members with diabetes refractory to self-monitored blood glucose testing who have documented experiences of frequent wide glycemic swings (e.g., hypoglycemic unawareness or ketoacidosis) or frequent diabetic complications."
t,"AmeriHealth Caritas DC considers the use of Food and Drug Administration (FDA)-approved short term (up to 72 hours) and long-term continuous interstitial glucose monitor (CGM) to be clinically proven and, therefore, medically necessary when used for the detection of patterns and trends in glucose levels, when the individual has received diabetes self-management education and instruction from an expert(s) in the management of diabetes, and when the following criteria are met:

- For members with diabetes who are currently using an insulin pump in their diabetes care and have a documented average of at least three glucose self-tests per day during the previous month. 
- In members with diabetes refractory to self-monitored blood glucose testing who have documented experiences of frequent wide glycemic swings (e.g., hypoglycemic unawareness or ketoacidosis) or frequent diabetic complications."
t,N/A
t,N/A
t,N/A
t,"A. Medicaid Beneficiaries 21 years and older:
The CGM trial (seven days) is a Vermont Medicaid covered benefit subject to prior authorization when ONE of the following groups are met:
1. Severe hypoglycemic unawareness that required an emergency department visit or hospital admission.
OR
2. All of the below:
- Established diagnosis of Type I or II diabetes and is treated with insulin. AND
- HbA1c is ?7% and/or erratic fluctuations in their HbA1c. AND
- Completed a diabetes mellitus (DM) management program. AND
- Treatment has been tried with split dose (multiple acting) insulin 2 or more times a day or any insulin regimen requiring 3 or more injections per day. AND
- Patient is compliant with self-monitoring at a minimum of 4 blood glucose or finger stick blood glucose levels a day for 1 month. AND
- Beneficiary is educated in the proper use of the CGM and is capable of using the device.
- For women only (pregnant/trying to get pregnant):
 Woman with poorly controlled Type I diabetes taking insulin who is trying to get pregnant
 High risk pregnancy in a beneficiary treated with insulin with poor glycemic control. 

AND
- Inadequate glycemic control demonstrated by at least one of the following recurrent episodes of, even after changes are made to their diabetes regimen (such as instituting or switching from multiple daily injections (MDI) to pump therapy):
- hypoglycemia unawareness (glucose < 70 mg/dl). OR
- severe hypoglycemic (blood glucose < 50 mg/dl) with unawareness that required assistance from another person to administer oral carbohydrate, glucagon, or other resuscitative measures OR
- severe hyperglycemia (blood glucose repeatedly > 180 mg/dl) occurring at the same time each day or during the night OR
- nocturnal hypoglycemia, OR
- dawn phenomenon OR
- post prandial hyperglycemia. 

B. Beneficiaries under 21 years of age are exempt from needing CGM trial if the trial is ordered by an endocrinologist.

Providers may bill for CGM trial (maximum of 7 days) only once in the same month (30 days) and no more than four times in one calendar year."
t,"Continuous glucose monitoring (CGM) for short-term use, as defined by up to 72 hours, may be medically necessary as an adjunct monitoring tool to be used with self-monitoring glucose testing for members meeting all of the following criteria:

- A diagnosis of type I Diabetes Mellitus (DM) (T1DM), and

- Member has a history of medical compliance and self-management including but not limited to frequent daily self-monitoring glucose testing, daily insulin injections or the use of an insulin pump, and

- CGM monitoring data is medically necessary in order to more appropriately select treatment courses and regimens when target treatment outcomes are not being reached. 

Measurable disease outcomes include the failure to reach target hemoglobin A1c values, generally less than 7.0%, recurrent episodes of hypoglycemia, hypoglycemic unawareness, or any other disease outcome considered to be a complication of uncontrolled DM"
